KiDS_ID,RA,DEC,Grade,Method,Recovered_known
J083952.113-013733.15,129.967139,-1.625877,C,NN,False
J084001.419+010602.42,130.005914,1.100673,C,NN,False
J084005.297+015419.52,130.022075,1.905425,C,NN,False
J084012.739-003023.81,130.053082,-0.506614,C,NN,False
J084028.836-012205.47,130.120152,-1.368188,C,NN,False
J084150.605-014218.89,130.460858,-1.705248,C,AL,False
J084308.612-011756.41,130.785884,-1.299004,C,NN,False
J084323.025-000920.30,130.845941,-0.155639,C,NN,False
J084327.119+003439.81,130.863,0.577727,C,NN,False
J084327.132+003442.31,130.863052,0.578422,C,NN,False
J084555.430-002541.52,131.480962,-0.428202,C,NN,False
J084556.584-013214.52,131.485769,-1.537368,C,NN,False
J084600.560+000740.49,131.502336,0.127914,C,NN,False
J084623.128-012218.47,131.596367,-1.371799,C,NN,False
J084638.995-014943.26,131.662482,-1.828685,C,NN,False
J085010.717+001108.79,132.544657,0.185776,C,NN,False
J085011.852+005639.26,132.549384,0.94424,C,NN,False
J085028.817+000528.19,132.620074,0.091165,C,NN,False
J085048.808+003122.61,132.703369,0.522949,C,NN,False
J085110.967+020948.24,132.795696,2.163402,C,NN,False
J085207.691-010741.04,133.032048,-1.128068,C,NN,False
J085207.715-010743.19,133.032149,-1.128666,C,NN,False
J085217.838+000345.16,133.074326,0.062547,C,NN,False
J085234.895+014809.80,133.145396,1.802725,C,NN,False
J085309.425-003042.87,133.289274,-0.51191,C,NN,False
J085649.853+000011.84,134.207724,0.003289,C,NN,False
J085847.502-003359.10,134.697926,-0.566418,C,NN,False
J085936.300-012712.22,134.901251,-1.453397,C,NN,False
J085951.839+001757.82,134.965999,0.299397,C,NN,False
J090040.060+005035.68,135.166919,0.843247,C,NN,False
J090041.472+023350.65,135.172803,2.564071,C,NN,False
J090058.331-005706.55,135.243047,-0.951822,C,NN,False
J090112.589+023124.49,135.302455,2.523472,C,NN,False
J090159.712-013158.69,135.498801,-1.53297,C,NN,False
J090200.640+020050.07,135.502668,2.013909,C,NN,False
J090227.671-001536.64,135.615299,-0.26018,C,NN,False
J090232.380+012844.75,135.63492,1.479099,C,NN,False
J090249.438+004900.15,135.705994,0.816711,C,NN,False
J090311.552-002402.07,135.798134,-0.400577,C,NN,False
J090355.522-014030.81,135.981345,-1.675225,C,NN,False
J090420.333-010416.56,136.084723,-1.071269,C,NN,False
J090602.074-015300.40,136.508643,-1.883445,C,NN,False
J090637.024+012029.82,136.654269,1.341617,C,NN,False
J090711.777+005849.83,136.799073,0.980511,C,NN,False
J090715.273+000859.02,136.813641,0.14973,C,NN,False
J090820.843-014325.15,137.086849,-1.723655,C,NN,False
J090834.462-004634.09,137.143594,-0.776138,C,NN,False
J090854.311-013459.47,137.2263,-1.583188,C,AL,False
J091051.123-015136.19,137.713013,-1.860053,C,NN,False
J091142.552+025449.23,137.9273,2.913676,C,NN,False
J091225.653-015635.25,138.106889,-1.943127,C,NN,False
J091341.642+001629.34,138.423509,0.274818,C,NN,False
J091412.063-014111.91,138.550263,-1.686642,C,NN,False
J091439.642-000113.61,138.665177,-0.020449,C,NN,False
J091448.306-003758.48,138.701277,-0.632913,C,NN,False
J091520.285-001859.86,138.834521,-0.316629,C,AL+NN,False
J091730.029+010855.93,139.375122,1.148871,C,AL+NN,False
J091906.613-012949.31,139.777556,-1.497033,C,AL,False
J091931.326+013125.33,139.880527,1.523704,C,NN,False
J091952.612-013903.10,139.969217,-1.650863,C,NN,False
J092027.680+003723.67,140.115335,0.623242,C,NN,False
J092038.913+004724.58,140.162139,0.790163,C,NN,False
J092126.730-000803.62,140.361379,-0.134339,C,NN,False
J092138.337-001607.34,140.40974,-0.268707,C,NN,False
J092210.976-012551.49,140.545737,-1.430971,C,NN,False
J092216.803-001937.22,140.570014,-0.327006,C,NN,False
J092237.240+000313.78,140.65517,0.053829,C,AL,False
J092315.306+000858.86,140.813779,0.149685,C,NN,False
J092342.036+000033.24,140.925153,0.009234,C,NN,False
J092403.832-013111.64,141.01597,-1.519902,C,NN,False
J092434.390-015417.21,141.143293,-1.904782,C,NN,True
J092450.205+005615.03,141.209189,0.93751,C,NN,False
J092454.581+003913.20,141.227425,0.653668,C,NN,False
J092506.084-002956.77,141.275351,-0.499103,C,NN,False
J092521.431+001602.92,141.339296,0.26748,C,AL,False
J092533.700-003154.53,141.390419,-0.531815,C,NN,False
J092554.294-000551.79,141.476226,-0.097722,C,AL+NN,False
J100014.899+023933.92,150.062083,2.659423,C,NN,False
J102241.744+015457.97,155.673934,1.916104,C,NN,False
J102441.665+000525.83,156.173607,0.09051,C,NN,False
J102950.376+003916.60,157.459903,0.654613,C,NN,False
J103040.569+000757.14,157.669041,0.13254,C,NN,False
J103058.717-005129.94,157.744657,-0.858317,C,NN,False
J103112.628-002100.17,157.802617,-0.350049,C,NN,False
J103128.399-005417.20,157.868331,-0.90478,C,NN,False
J103150.947+014515.73,157.962283,1.75437,C,AL+NN,False
J103333.467+014008.23,158.389447,1.668954,C,NN,False
J103647.376+013247.73,159.197403,1.546594,C,NN,False
J103948.542-005120.55,159.952262,-0.855711,C,AL+NN,False
J104049.648+015134.91,160.206867,1.859698,C,NN,False
J104157.347-004606.55,160.48895,-0.768488,C,NN,False
J104204.819+002244.87,160.52008,0.379132,C,NN,False
J104356.330-021511.31,160.98471,-2.253142,C,NN,False
J104422.357+004237.22,161.093156,0.710341,C,NN,False
J104445.420-022135.97,161.189253,-2.359994,C,NN,False
J104459.205+011733.38,161.246691,1.292606,C,AL,False
J104744.553-002953.80,161.935639,-0.49828,C,NN,False
J104746.814-024123.81,161.945061,-2.689949,C,NN,False
J105543.485-004527.44,163.931189,-0.757625,C,NN,False
J105924.964+003048.63,164.85402,0.513511,C,NN,False
J110022.798+004535.92,165.094992,0.759978,C,NN,False
J110034.939-002031.28,165.145582,-0.342024,C,NN,False
J110050.976-005252.49,165.212404,-0.881248,C,NN,False
J110306.214+005010.22,165.775893,0.836175,C,AL+NN,False
J110407.049-000349.40,166.029375,-0.063724,C,NN,False
J110417.276+012511.02,166.071986,1.419729,C,NN,False
J110420.503+000121.45,166.085433,0.022626,C,NN,False
J110434.167+021813.63,166.142366,2.303788,C,NN,False
J110740.416+021258.44,166.918401,2.216236,C,NN,False
J110749.168+025143.11,166.954868,2.861975,C,AL+NN,False
J110750.894+010048.34,166.962059,1.01343,C,NN,False
J110813.309+004649.44,167.055457,0.780401,C,NN,False
J110920.975-015828.75,167.3374,-1.974653,C,NN,False
J110924.035-004342.68,167.350148,-0.728524,C,NN,False
J110944.804-004552.34,167.436684,-0.764541,C,NN,False
J111035.910-025427.79,167.649627,-2.907721,C,NN,False
J111036.882-025605.96,167.653679,-2.93499,C,NN,False
J111039.442+003254.99,167.664342,0.548609,C,NN,False
J111156.757+010355.10,167.98649,1.065306,C,NN,False
J111249.137-002059.49,168.20474,-0.349861,C,NN,False
J111251.442-000133.67,168.214342,-0.026021,C,NN,False
J111501.661+022423.41,168.756921,2.406504,C,NN,False
J111509.937+005935.26,168.791405,0.993128,C,NN,False
J111545.190-023341.87,168.938294,-2.561631,C,NN,False
J111605.714-014752.14,169.02381,-1.797818,C,NN,False
J111709.572+023416.60,169.289886,2.571279,C,NN,False
J111717.443+013120.86,169.32268,1.522462,C,NN,False
J111757.268-011806.35,169.48862,-1.301766,C,NN,False
J111826.578-022833.24,169.610745,-2.475901,C,NN,False
J112129.921-023211.32,170.374672,-2.536479,C,NN,False
J112206.307-005254.84,170.526281,-0.881902,C,AL+NN,False
J112339.058+024909.57,170.912742,2.819327,C,NN,False
J112439.424+001136.52,171.164269,0.19348,C,NN,False
J112542.809+013128.99,171.428375,1.52472,C,NN,False
J112614.319+015546.86,171.559664,1.929686,C,NN,False
J112740.913-010154.99,171.920471,-1.031944,C,AL+NN,False
J112804.447-003952.39,172.018531,-0.664553,C,NN,False
J112817.069-010644.60,172.071121,-1.112389,C,NN,False
J112859.626-001454.82,172.248443,-0.248563,C,AL+NN,False
J112903.540+014050.83,172.264754,1.680787,C,NN,False
J112909.209+025416.90,172.288372,2.904695,C,NN,False
J112943.638+003122.05,172.431828,0.522793,C,NN,False
J112947.237-013141.95,172.446822,-1.528321,C,NN,False
J113015.662+004141.57,172.565262,0.694882,C,NN,False
J113138.085-010524.52,172.908691,-1.090146,C,NN,False
J113150.550+004852.56,172.960626,0.814602,C,NN,False
J113239.637-014945.86,173.165155,-1.829406,C,NN,False
J113543.856-024328.14,173.932737,-2.724486,C,NN,False
J113621.354+005344.13,174.088977,0.895594,C,NN,False
J113623.150-000215.68,174.096462,-0.037691,C,NN,False
J113914.205-021926.72,174.80919,-2.32409,C,NN,False
J114135.539-005446.90,175.398083,-0.913028,C,NN,False
J114214.445+003754.68,175.560188,0.631858,C,NN,False
J114253.657+004443.19,175.723573,0.745332,C,NN,False
J114427.490+005419.83,176.114545,0.905509,C,NN,False
J114435.834+021023.03,176.149311,2.173066,C,NN,False
J114508.730-024120.55,176.286378,-2.689044,C,NN,False
J114549.377-010652.13,176.455741,-1.114483,C,NN,False
J114621.036-023659.97,176.587653,-2.616659,C,NN,False
J114621.135-014052.32,176.588066,-1.681202,C,NN,True
J114712.743+010530.40,176.803096,1.09178,C,NN,False
J114746.675-001801.51,176.944482,-0.300422,C,AL,False
J114805.312-023538.05,177.022136,-2.593905,C,NN,False
J114811.298+000829.32,177.047076,0.14148,C,NN,False
J114854.215-025310.26,177.225898,-2.886185,C,NN,False
J115020.498+023529.59,177.585412,2.591555,C,NN,False
J115025.512+021734.62,177.606302,2.292952,C,NN,False
J115044.087-012607.81,177.683698,-1.435503,C,NN,False
J115228.076-012641.26,178.116985,-1.444797,C,NN,False
J115234.230-005356.70,178.142625,-0.899086,C,NN,False
J115313.868-010226.14,178.307784,-1.040597,C,NN,True
J115315.980+002701.70,178.316585,0.450474,C,NN,False
J115317.199-013228.77,178.321666,-1.541327,C,AL+NN,False
J115344.862-011702.71,178.436929,-1.284088,C,NN,False
J115426.626+025552.60,178.610945,2.931278,C,NN,False
J115450.951+020738.11,178.712298,2.127253,C,NN,False
J115719.999-010438.12,179.333333,-1.077256,C,NN,False
J115759.863-003839.14,179.499433,-0.644206,C,NN,False
J115804.105-001639.20,179.517105,-0.277556,C,AL+NN,False
J115849.426-022841.75,179.705942,-2.478265,C,NN,False
J115920.987-025436.03,179.837448,-2.91001,C,AL+NN,False
J115925.663-015107.58,179.856931,-1.852108,C,NN,False
J120000.813-003717.48,180.003391,-0.621523,C,AL+NN,False
J120012.699-003447.77,180.052916,-0.579937,C,NN,False
J120108.021-011226.60,180.283422,-1.207389,C,NN,False
J120220.119+021145.24,180.58383,2.195902,C,NN,False
J120226.718-011036.24,180.611328,-1.176734,C,NN,False
J120527.465-020822.43,181.364439,-2.139565,C,NN,False
J120540.460+023011.53,181.418586,2.503205,C,NN,False
J120558.365-001706.02,181.49319,-0.285007,C,NN,False
J120622.192+001024.04,181.592467,0.173347,C,AL,False
J120633.888+002105.27,181.641204,0.351465,C,AL,False
J120703.953-014948.13,181.766473,-1.830037,C,AL+NN,False
J120720.504+000524.09,181.835436,0.090026,C,NN,False
J120743.427+002457.69,181.930946,0.416026,C,NN,False
J120745.339-004059.46,181.938915,-0.683184,C,NN,False
J120827.461+001611.33,182.114422,0.269816,C,NN,False
J120906.821-014759.84,182.278421,-1.799957,C,NN,False
J120940.293-015050.60,182.417888,-1.84739,C,NN,False
J121001.474+010453.62,182.506142,1.081563,C,NN,False
J121014.471-002943.18,182.560296,-0.49533,C,NN,False
J121144.467+010425.48,182.935283,1.073747,C,NN,False
J121150.515+012011.77,182.960483,1.336605,C,NN,False
J121217.625+015308.19,183.07344,1.885609,C,NN,True
J121229.511-014225.45,183.122966,-1.707071,C,NN,False
J121229.843+004214.53,183.124346,0.704037,C,NN,False
J121236.700-005300.54,183.152918,-0.883485,C,NN,False
J121249.260-003836.62,183.205253,-0.643506,C,NN,False
J121303.080-012049.11,183.262834,-1.346975,C,NN,False
J121317.558+015311.22,183.323162,1.886451,C,AL,True
J121339.117+014055.80,183.412991,1.682167,C,NN,False
J121441.369-020606.75,183.672375,-2.101875,C,NN,False
J121452.608+012702.92,183.719202,1.450812,C,NN,False
J121544.034+012108.48,183.933476,1.352356,C,NN,False
J121603.233+001343.57,184.013473,0.228772,C,NN,False
J121653.865+020521.74,184.224439,2.089373,C,NN,False
J121708.321-014946.39,184.284675,-1.829553,C,NN,False
J121722.656+020728.60,184.3444,2.124612,C,NN,False
J121747.066-021301.65,184.446111,-2.217127,C,NN,False
J121751.223-021932.62,184.46343,-2.325728,C,NN,False
J121813.569+012446.93,184.556539,1.413037,C,NN,False
J121831.645-011154.22,184.631856,-1.198395,C,NN,False
J121851.994-015434.23,184.716643,-1.90951,C,AL,False
J121934.341-013409.10,184.893089,-1.569195,C,AL+NN,False
J121944.817+005052.85,184.936741,0.848016,C,AL,False
J121949.446-024522.99,184.956027,-2.756388,C,NN,False
J122004.151+001820.18,185.017298,0.305606,C,NN,False
J122016.934+003622.96,185.07056,0.606378,C,NN,False
J122028.481-003441.57,185.118674,-0.578216,C,NN,False
J122036.188+023456.58,185.150786,2.582386,C,NN,False
J122105.374-024358.39,185.272394,-2.732888,C,NN,False
J122105.449-024357.49,185.272708,-2.732638,C,NN,False
J122246.482+004805.54,185.693679,0.801539,C,NN,False
J122250.545+010443.61,185.710608,1.078783,C,NN,False
J122333.577+002107.63,185.889907,0.352122,C,NN,False
J122418.850-015014.94,186.078545,-1.837484,C,NN,False
J122423.573-003227.21,186.098221,-0.540894,C,NN,False
J122444.798-004111.99,186.186659,-0.686666,C,NN,False
J122450.213+015537.48,186.209225,1.92708,C,NN,False
J122510.832-024605.68,186.295136,-2.768245,C,NN,False
J122540.244-025030.76,186.417687,-2.841879,C,NN,False
J122615.020+021356.89,186.562584,2.232471,C,AL+NN,False
J122705.834+003503.41,186.77431,0.584282,C,NN,False
J122738.570+013917.62,186.91071,1.654895,C,NN,False
J122800.681+002207.26,187.002839,0.368685,C,AL,False
J123033.931-021539.58,187.641383,-2.260995,C,NN,False
J123245.277+000447.69,188.188656,0.079914,C,NN,False
J123336.358+014425.54,188.401493,1.740429,C,NN,False
J123522.982+002714.32,188.845759,0.45398,C,NN,False
J123801.398+005931.88,189.505829,0.992189,C,AL+NN,False
J123947.940+025810.94,189.94975,2.969706,C,NN,False
J124007.139+004636.98,190.029748,0.77694,C,AL,False
J124030.433-002836.42,190.126806,-0.476786,C,NN,False
J124100.859+003349.03,190.25358,0.563622,C,NN,False
J124137.951+003955.87,190.408132,0.66552,C,AL+NN,False
J124403.496+002016.50,191.014567,0.337919,C,NN,False
J124415.126+003306.82,191.063028,0.551897,C,NN,False
J124423.757-004427.18,191.09899,-0.740886,C,NN,False
J124557.566+013523.39,191.489859,1.589832,C,NN,False
J124854.082+021607.38,192.225342,2.268718,C,NN,False
J125035.170+002524.71,192.646543,0.423533,C,NN,False
J125040.171+000156.28,192.667381,0.0323,C,AL+NN,False
J125106.039+000727.72,192.775163,0.124368,C,NN,False
J125513.809-001312.27,193.80754,-0.220077,C,NN,False
J125655.014+010015.26,194.229229,1.00424,C,NN,False
J125802.958-001109.98,194.512326,-0.186106,C,NN,False
J125814.219-005013.87,194.55925,-0.837188,C,AL,True
J125830.886+004840.79,194.628692,0.811332,C,NN,False
J125948.502+021501.89,194.952093,2.250527,C,AL+NN,False
J130239.117-004351.98,195.662988,-0.731107,C,NN,False
J130358.296+000534.04,195.992901,0.09279,C,NN,False
J130405.616-002434.63,196.023402,-0.409621,C,NN,False
J130408.309-003259.96,196.034624,-0.549989,C,NN,False
J130409.727-000305.23,196.04053,-0.051454,C,NN,False
J130514.683+025244.74,196.311183,2.879096,C,NN,False
J130615.269+001000.78,196.563624,0.166886,C,AL,False
J130730.375+004326.05,196.876563,0.723905,C,NN,False
J130817.025-003630.92,197.070939,-0.608591,C,NN,False
J130824.440+002129.46,197.101834,0.358185,C,NN,False
J130850.394+012726.19,197.209978,1.457275,C,NN,False
J130908.134-001504.53,197.283894,-0.25126,C,NN,False
J130926.414+022326.78,197.36006,2.390774,C,AL+NN,False
J131246.618-000615.69,198.194243,-0.104361,C,NN,False
J131254.126+013441.03,198.225528,1.578065,C,NN,False
J131331.478+020039.45,198.381161,2.01096,C,NN,False
J131346.200-004725.88,198.442504,-0.790523,C,NN,False
J131421.997+014906.84,198.591655,1.818567,C,AL+NN,False
J131522.345-002157.87,198.843108,-0.366077,C,NN,False
J131526.280+021148.51,198.859503,2.19681,C,AL+NN,False
J132014.494+014937.43,200.060393,1.827065,C,NN,False
J132045.062-001258.95,200.187759,-0.216377,C,NN,False
J132227.429+004232.64,200.614288,0.709067,C,NN,False
J132239.218-024009.30,200.663411,-2.669252,C,NN,False
J132303.904-000655.50,200.76627,-0.115419,C,NN,False
J132410.539-023236.55,201.043915,-2.543488,C,NN,False
J132443.155-003532.54,201.179813,-0.592374,C,NN,False
J132615.793-001932.92,201.565806,-0.325813,C,NN,False
J132649.704-002255.49,201.707101,-0.382083,C,AL,False
J132755.772-001126.29,201.982386,-0.190637,C,AL,False
J132910.812-002452.80,202.29505,-0.414668,C,AL+NN,False
J133129.464+000514.82,202.872768,0.087452,C,NN,False
J133151.760+003150.33,202.96567,0.530648,C,NN,False
J133254.353+014416.08,203.226472,1.737801,C,NN,False
J133426.299-005402.67,203.609581,-0.900743,C,NN,False
J133519.685+001838.21,203.832023,0.310616,C,NN,False
J133519.911+001837.44,203.832965,0.3104,C,NN,False
J133541.398+010720.39,203.922493,1.122333,C,NN,False
J133554.535-005014.06,203.97723,-0.837241,C,NN,False
J133559.392-000003.65,203.997469,-0.001014,C,NN,False
J133655.120-020735.43,204.229667,-2.126509,C,NN,False
J133701.430-004057.97,204.255962,-0.682772,C,NN,False
J133703.192-001410.49,204.2633,-0.23625,C,NN,False
J133710.506-010900.55,204.293778,-1.150154,C,NN,False
J133717.868-022114.33,204.324452,-2.353982,C,NN,False
J133719.017-005103.79,204.32924,-0.851053,C,NN,False
J133748.134-022212.17,204.45056,-2.37005,C,NN,False
J133901.487-004741.13,204.756198,-0.794759,C,NN,False
J133956.992-020903.98,204.987467,-2.151106,C,NN,False
J134033.807-002013.45,205.140864,-0.337071,C,NN,False
J134142.957+012535.58,205.428991,1.426551,C,NN,False
J134158.123-001544.76,205.492183,-0.262434,C,NN,False
J134258.852-004632.86,205.74522,-0.775797,C,NN,False
J134302.151-013344.90,205.758963,-1.562474,C,NN,False
J134310.971-002701.83,205.795713,-0.45051,C,NN,False
J134508.961-014404.27,206.28734,-1.734521,C,NN,False
J134551.846-002348.32,206.466026,-0.396758,C,NN,False
J134708.648-020120.43,206.786036,-2.022343,C,NN,False
J134711.205+010613.85,206.796691,1.10385,C,NN,False
J134832.478+003516.31,207.135327,0.587865,C,NN,False
J134843.009-015644.59,207.179206,-1.945721,C,NN,True
J135102.567+002420.96,207.760699,0.405824,C,NN,False
J135145.508-010605.21,207.939618,-1.101449,C,NN,False
J135159.700+002613.25,207.998754,0.437015,C,NN,False
J135346.328+011429.07,208.443034,1.241409,C,NN,False
J135626.703+012113.80,209.111264,1.353835,C,NN,False
J135812.186+010004.39,209.550777,1.001222,C,NN,False
J140119.273+010739.69,210.330305,1.127693,C,AL,False
J140234.823+022643.78,210.645096,2.445496,C,NN,False
J140243.032+023024.60,210.679302,2.506835,C,NN,False
J140256.412-005933.17,210.735052,-0.992549,C,NN,False
J140328.584+003538.70,210.869104,0.594084,C,NN,False
J140347.693-002114.44,210.948721,-0.354012,C,NN,False
J140511.869-024312.60,211.299455,-2.720169,C,NN,False
J140534.817+020211.56,211.395071,2.036546,C,NN,False
J140711.638-025741.52,211.798492,-2.961534,C,NN,False
J140718.289-013750.24,211.826205,-1.630624,C,AL,False
J140739.648+021631.15,211.915201,2.275321,C,NN,False
J140741.638+024007.29,211.923492,2.668694,C,NN,False
J140850.255-013218.21,212.209396,-1.538393,C,NN,False
J141051.347+015240.73,212.713949,1.877982,C,NN,False
J141115.947+014634.97,212.816448,1.776382,C,NN,False
J141119.689-020718.16,212.832041,-2.121712,C,NN,False
J141233.257+020423.22,213.138572,2.073117,C,AL+NN,False
J141302.614+001545.65,213.260893,0.262682,C,NN,False
J141313.785+013106.75,213.30744,1.518542,C,NN,False
J141330.037+023211.45,213.375157,2.536514,C,NN,False
J141338.832+003723.39,213.411801,0.623164,C,NN,False
J141434.792-005914.08,213.644968,-0.987245,C,NN,True
J141516.104-004046.16,213.817101,-0.67949,C,AL,False
J141548.840-002252.46,213.953501,-0.381239,C,NN,False
J141609.616+022454.58,214.040067,2.415163,C,NN,False
J141630.058-002935.23,214.125244,-0.493121,C,NN,False
J141649.396+013607.13,214.20582,1.601982,C,AL,False
J141738.378-004621.98,214.409911,-0.772773,C,NN,False
J141820.356+011608.00,214.58482,1.268889,C,NN,False
J141946.388+005511.73,214.943286,0.919925,C,NN,False
J141953.172+000144.49,214.971551,0.029027,C,NN,False
J142016.646+005719.08,215.069362,0.955301,C,NN,False
J142043.658-000133.19,215.181912,-0.025887,C,NN,False
J142116.381+023741.67,215.318256,2.628244,C,NN,True
J142251.341-010308.43,215.713924,-1.052344,C,NN,False
J142324.245+001344.12,215.851022,0.228924,C,NN,False
J142348.180+000027.02,215.950752,0.007508,C,NN,False
J142434.478+004226.93,216.143659,0.707481,C,NN,False
J142502.010-005818.78,216.258377,-0.971886,C,NN,False
J142535.231-025634.97,216.396796,-2.943048,C,NN,False
J142720.935+004428.06,216.837232,0.741129,C,NN,False
J142742.763+005748.15,216.928182,0.963375,C,NN,False
J142800.546+024105.68,217.002279,2.684912,C,NN,False
J142809.601+001207.88,217.040008,0.20219,C,AL+NN,True
J142809.634+001210.37,217.040144,0.202881,C,AL,False
J142814.960+022923.93,217.062336,2.489982,C,NN,False
J142946.401+025000.63,217.443338,2.833511,C,NN,False
J143152.022-022249.44,217.966761,-2.380402,C,NN,False
J143308.831-013502.69,218.286797,-1.584082,C,NN,False
J143346.443-010445.40,218.443515,-1.079278,C,NN,False
J143351.157-015719.33,218.463155,-1.955371,C,NN,False
J143357.350-001846.32,218.48896,-0.312867,C,AL,False
J143405.207+023304.30,218.521696,2.551196,C,AL+NN,False
J143540.235+012133.90,218.917647,1.359419,C,NN,False
J143609.029-011945.87,219.037621,-1.32941,C,NN,False
J143657.506+010622.02,219.239609,1.106117,C,NN,False
J143853.247+003008.30,219.721864,0.502308,C,NN,False
J143853.432+003009.14,219.722636,0.502539,C,NN,False
J143938.974-000548.95,219.912395,-0.096932,C,AL+NN,False
J144014.479+001205.33,220.060332,0.201482,C,NN,False
J144038.305-013603.98,220.159607,-1.601107,C,NN,False
J144148.247+010505.29,220.451031,1.084805,C,AL+NN,False
J144154.736+010030.61,220.47807,1.008504,C,NN,False
J144211.391+001438.07,220.547466,0.243911,C,NN,False
J144340.907-022533.32,220.920447,-2.425924,C,NN,False
J144357.047-011030.17,220.987697,-1.175049,C,AL+NN,False
J144409.945+004554.17,221.041441,0.76505,C,NN,False
J144453.483+023107.54,221.222849,2.518762,C,AL+NN,False
J144504.000-015010.22,221.26667,-1.836175,C,NN,True
J144722.544-032505.80,221.843937,-3.418278,C,NN,False
J144724.885-010651.84,221.853689,-1.1144,C,NN,False
J144737.643+013345.31,221.906846,1.562588,C,NN,False
J145002.621-024415.59,222.510925,-2.737666,C,NN,False
J145041.151+011050.24,222.671464,1.180624,C,NN,False
J145242.412+003425.65,223.176719,0.573792,C,NN,False
J145247.818-012545.44,223.199244,-1.42929,C,NN,False
J145315.160+004819.02,223.313169,0.805286,C,NN,False
J145415.663+003327.99,223.565264,0.557777,C,NN,False
J145429.125+023445.28,223.621358,2.579246,C,NN,False
J145455.093-013102.90,223.729556,-1.517474,C,NN,False
J145517.268-002358.26,223.821952,-0.399519,C,NN,False
J145543.689-005223.55,223.932038,-0.87321,C,NN,False
J145610.002+002957.23,224.041679,0.499233,C,NN,False
J145646.652-000051.75,224.194385,-0.014375,C,NN,False
J145654.762+021211.48,224.228176,2.203189,C,NN,False
J145657.132+013657.23,224.238051,1.615899,C,NN,False
J145811.535-020911.21,224.548065,-2.153116,C,NN,False
J145947.010-022537.80,224.945878,-2.427167,C,NN,False
J150134.994-013542.55,225.395811,-1.595154,C,NN,False
J150307.211-000018.31,225.780047,-0.005088,C,NN,False
J150616.550+010232.66,226.56896,1.042408,C,NN,False
J150742.325+011821.34,226.926358,1.305929,C,NN,False
J150929.262-002305.43,227.371928,-0.384843,C,NN,False
J151015.335+012232.42,227.563897,1.375675,C,NN,False
J151028.241-003117.32,227.617673,-0.521478,C,NN,False
J151040.422-003915.01,227.668428,-0.654172,C,NN,False
J151132.407-002536.99,227.885031,-0.426944,C,NN,False
J151158.368-005247.22,227.993201,-0.879786,C,NN,False
J151225.482-005709.57,228.106179,-0.952661,C,NN,False
J151402.126+013742.21,228.508859,1.628394,C,NN,False
J151428.774+025027.81,228.619895,2.84106,C,NN,False
J151432.102-012349.51,228.633759,-1.397087,C,NN,False
J151444.047-014253.52,228.683533,-1.714868,C,NN,False
J151523.831-010858.44,228.849296,-1.149567,C,NN,False
J151634.988-000400.37,229.145784,-0.066772,C,NN,False
J151647.399-012519.99,229.197496,-1.422222,C,NN,False
J151908.545-005112.71,229.785606,-0.853531,C,NN,False
J152154.065+021119.95,230.475272,2.188876,C,NN,False
J152220.989+002237.44,230.587457,0.377068,C,NN,False
J152436.705+012024.34,231.152938,1.340095,C,NN,False
J152505.953-012144.97,231.274807,-1.362492,C,AL+NN,False
J152603.755+021515.76,231.515649,2.25438,C,NN,False
J152750.828-010207.17,231.961787,-1.035327,C,AL+NN,False
J152843.376+021945.94,232.180735,2.329428,C,NN,False
J152907.871+011033.33,232.282798,1.175925,C,NN,False
J152922.948-005038.79,232.34562,-0.844111,C,NN,False
J152925.219+003355.45,232.355082,0.565404,C,AL,False
J153039.744+015335.98,232.665603,1.893329,C,NN,False
J153205.116+015828.95,233.021318,1.974709,C,NN,False
J153300.970+004739.04,233.254045,0.794178,C,NN,False
J153446.893+013424.59,233.69539,1.5735,C,NN,False
J153519.970+002544.41,233.833212,0.429005,C,NN,False
J153759.388+024936.90,234.497451,2.826917,C,NN,False
J154012.837+021322.33,235.053489,2.22287,C,NN,False
J154031.292+004143.16,235.130386,0.695325,C,NN,False
J154055.718+023622.48,235.232159,2.606247,C,NN,False
J154108.489+024527.05,235.285371,2.757516,C,NN,False
J154111.418-002914.85,235.297577,-0.48746,C,NN,False
J154146.370+021426.73,235.443209,2.240761,C,NN,False
J154217.121+011054.24,235.571338,1.181734,C,NN,False
J154241.669-011238.61,235.673623,-1.210727,C,NN,False
J154242.087+024957.44,235.675366,2.832624,C,NN,False
J154313.132-011818.44,235.80472,-1.305123,C,AL+NN,False
J154407.980-014703.38,236.033254,-1.784273,C,NN,False
J154445.624+011227.07,236.190102,1.207521,C,NN,False
J154510.431-015626.99,236.293466,-1.940832,C,NN,False
J154642.652-012208.72,236.67772,-1.369089,C,NN,False
J154801.991+003428.84,237.0083,0.574679,C,NN,False
J155050.699+025427.24,237.711249,2.907569,C,NN,False
J155238.973+005816.94,238.162391,0.971375,C,NN,False
J215526.557-322446.36,328.860658,-32.412878,C,NN,False
J215724.587-264649.32,329.352446,-26.780367,C,NN,False
J215742.457-272628.82,329.426908,-27.44134,C,NN,False
J215840.294-264512.69,329.667894,-26.753527,C,NN,False
J220037.982-265408.10,330.158262,-26.902252,C,NN,False
J220123.499-350127.18,330.347914,-35.024219,C,NN,False
J220220.712-320300.69,330.586302,-32.050194,C,NN,False
J220227.857-351059.31,330.616074,-35.183142,C,NN,False
J220252.038-332344.46,330.716827,-33.395684,C,NN,False
J220353.293-264744.55,330.972056,-26.795711,C,AL+NN,False
